id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
759162	0000000000000000000585166b9afc854c982d55a97007dd091d9a14f09e441e	2022-10-18 02:49:45	2022-10-18 02:17:25	137325	87034	398427	582754304	22bc2000	100010101111000010000000000000	5bb8e531af35c7b21b34cd8732b62a0adb50635d60bd1892a9a9cc5cf8180513	3688473135	386393970	35610794164372	00000000000000000000000000000000000000003762571e3d94f828248d8fde	037a950b1b4d696e656420627920416e74506f6f6c3837371c00010103b5599efabe6d6d90b4cbd3d5350048d373448e2376d0df54a61661a793513a10a10f1fa5ee50a102000000000000000000a9e34700000000000000	245	208	589	733	102609907007	20053486	103234907007	20175632	1010903	197.565	7384.7295	1.4433	2547.645	0.498	847.26640443997	625000000	122146.375	626010903	122343.9375	AntPool
759163	0000000000000000000687461e3fca390163a6185aad9225e9e971bf86ae3121	2022-10-18 02:56:48	2022-10-18 02:28:30	437827	245644	1174759	536870916	20000004	100000000000000000000000000100	35eb528ad2a18118c26d15f45af06dc3e9e1846ae11271767d66f29fabbec80c	51496350	386393970	35610794164372	000000000000000000000000000000000000000037627781a6b4e1dbb36d5738	037b950b2cfabe6d6dd122c107452d783fffb5467f4d3d0278b27aa21255f4df585fa3509836ba4ee610000000f09f909f092f4632506f6f6c2f650000000000000000000000000000000000000000000000000000000000000000000000050002200000	850	699	2008	2972	780808834194	152596752	781433834194	152718896	3581942	700.034	8189.617	1.6006	3053.495	0.5967	24184.674084954	625000000	122146.375	628581942	122846.4062	F2Pool
759164	0000000000000000000181fe7cd95cc23fdf0ea1bc842388e7359ef08c4d7fb6	2022-10-18 02:58:46	2022-10-18 02:29:40	190127	90013	460166	885841920	34cce000	110100110011001110000000000000	cdefd634ae9b9d5183b7f12428532b073e2507e6e93499332b8c30860fe50110	353011516	386393970	35610794164372	0000000000000000000000000000000000000000376297e50fd4cb8f424d1e92	037c950b0466164e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f0e52c7cc0000361571000000	339	281	868	935	41681429722	8145977	42306429722	8268123	1326862	259.3142	6989.8486	1.3661	2890.301	0.5648	1615.2098131665	625000000	122146.375	626326862	122405.6875	Foundry USA Pool
759165	000000000000000000049c7c6f6eccc4c96f82b10845f2b9d4ed2d16d3614c8d	2022-10-18 03:08:00	2022-10-18 02:30:40	1126715	475050	2551865	536870916	20000004	100000000000000000000000000100	3e5489217374bec585b813a72b9e1d4e547337ce7da11a90caf4cf5a4147783b	2005570112	386393970	35610794164372	00000000000000000000000000000000000000003762b84878f4b542d12ce5ec	037d950b0489184e632f706f6f6c696e2e636f6d2ffabe6d6dea83d3c5f905a6f9c9eabcfea01bcdb3525d82da76ccd0e3f61419690415857e01000000000000003e49431a0b3b595cf8c26779e89ac47012001f0d000000000000	1134	971	5406	3659	829094635463	162033440	829719635463	162155600	5778721	1129.3597	5131.0444	1.0028	2266.1465	0.4429	4360.6400380397	625000000	122146.375	630778721	123275.7344	Poolin
759166	00000000000000000001aae393140584fa3764667d969b517ee39a7641e664ce	2022-10-18 03:18:46	2022-10-18 02:48:00	1327978	595176	3113506	763666436	2d84a004	101101100001001010000000000100	7b1ed6378c08cb5ab9231513a23556a54d2f818486bcbe657f6b8c881158bbed	1195389047	386393970	35610794164372	00000000000000000000000000000000000000003762d8abe2149ef6600cad46	037e950b2cfabe6d6d7d4a226ed2199e4948d2e80c3020b63b906a7fb5443283387c0e7969a761f06510000000f09f909f092f4632506f6f6c2f7300000000000000000000000000000000000000000000000000000000000000000000000500122b1063	1248	1064	6189	4312	200705867926	39224792	201330867926	39346936	8968268	1752.7063	6755.62	1.3204	2882.0103	0.5632	6142.6398950884	625000000	122146.375	633968268	123899.0781	F2Pool
759167	00000000000000000000a3386dc80b307a81da106e53a95da24170b9fb1be10e	2022-10-18 03:25:31	2022-10-18 02:49:45	490105	316568	1439809	549453824	20c00000	100000110000000000000000000000	42fc9c719ac548e43206cfc3979a9227f348d5adebaee8a515ad981c6f777a5b	2366102532	386393970	35610794164372	00000000000000000000000000000000000000003762f90f4b3488a9eeec74a0	037f950b1b4d696e656420627920416e74506f6f6c38303583000b03107f9b47fabe6d6d0912fb5e1b856bffe8ea62a24ac13ba9098e61cae9bfb48a2681b0a315890db302000000000000000000ad9c72eb010000000000	828	700	2457	2498	274901407392	53725136	275526407392	53847284	4757926	929.8615	9716.617	1.899	3308.3127	0.6465	2226.5427588023	625000000	122146.375	629757926	123076.2344	AntPool
759168	00000000000000000002677819b4007991617d0f78c2c8c0e05f6bfa5cc15a2e	2022-10-18 03:47:06	2022-10-18 02:56:48	1279018	904651	3992971	545259520	20800000	100000100000000000000000000000	185efc954a1ecd8e08c08ced8e264ddeea000da43b1646e9d68e966ab018740b	1884315208	386393970	35610794164372	000000000000000000000000000000000000000037631972b454725d7dcc3bfa	0380950b0b2f4d61726120506f6f6c2f1a0100020000000300000008005499a111010000000000	1654	1367	6219	5941	1461342447291	285596288	1461967447291	285718432	11915619	2328.7195	9318.338	1.8211	2984.935	0.5834	13472.095155208	625000000	122146.375	636915619	124475.0938	Unknown
759169	00000000000000000005763d655b2cf02ea6e1de8d3e4560b018ad4a0b12254f	2022-10-18 03:50:44	2022-10-18 02:58:46	1100005	964333	3993004	652935168	26eb0000	100110111010110000000000000000	683ea47179eef514899e67580271dfd143c68ed3cf5563d8ac7e6c5c6c256fc7	539420729	386393970	35610794164372	0000000000000000000000000000000000000000376339d61d745c110cac0354	0381950b0494224e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f0d00b6bcd101000000000000	684	571	5746	2183	657850546385	128566496	658475546385	128688640	7897221	1543.3871	7181.218	1.4034	1978.3054	0.3866	13255.34536933	625000000	122146.375	632897221	123689.7578	Foundry USA Pool
759170	00000000000000000006f60d309c3e394b24665cf751e90449b96eab260594ed	2022-10-18 03:51:47	2022-10-18 03:08:00	1090736	969144	3998168	671080452	27ffe004	100111111111111110000000000100	13dd6430a9da53dc2d8ad9ba6fa8de005b355d2ab795d9d05d9f6da741f34f35	199531906	386393970	35610794164372	000000000000000000000000000000000000000037635a39869445c49b8bcaae	0382950b2cfabe6d6d4eb94994ecdf4d1df25a26d0f4124eb3c7890dfdd1ef69606129cae9f5bf9b5610000000f09f909f092f4632506f6f6c2f730000000000000000000000000000000000000000000000000000000000000000000000050097900f63	527	465	6302	1097	717472032511	140218576	718097032511	140340720	4773462	932.8977	4378.178	0.8556	1194.419	0.2333	165267.61508956	625000000	122146.375	629773462	123079.2734	F2Pool
759171	0000000000000000000199a3a6e37460d037b7d2b2f8352d806db5a600d4f550	2022-10-18 04:15:36	2022-10-18 03:18:46	1396551	865509	3993078	770301952	2de9e000	101101111010011110000000000000	f0c6df5e3a7c9ca4cda081ce4c2222a76f6fbcd750817ebe9757703d986e156d	2955245434	386393970	35610794164372	000000000000000000000000000000000000000037637a9cefb42f782a6b9208	0383950b0469284e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f12b54bd6000025ca33030000	1952	1604	6638	7068	1064381608288	208016560	1065006608288	208138720	16035007	3133.7888	11484.33	2.2444	4016.7993	0.7851	8446.0109273837	625000000	122146.375	641035007	125280.1641	Foundry USA Pool
759172	00000000000000000000ce2478bef09afd5b368cd7c78b6996d8bb27529e6487	2022-10-18 04:19:01	2022-10-18 03:25:31	1265553	909330	3993543	578674688	227de000	100010011111011110000000000000	b60265df50a02232dd184e4ffdebbf123772b0dbf7aa532361002fc78760cb5f	2904823667	386393970	35610794164372	000000000000000000000000000000000000000037639b0058d4192bb94b5962	0384950b1362696e616e63652f37393028008d0223a1bad1fabe6d6db0559deacfcf1de8670f3beb85fc22456d7715e0cac7430596b661b5f70d46bb0200000000000000ea54000099000000	918	756	5947	9350	128893835886	25190264	129518835886	25312410	4040357	789.624	3193.6323	0.6242	1012.1249	0.1978	50796.876359	625000000	122146.375	629040357	122936	Binance
759173	0000000000000000000598cf514e0efe92f833a125b5c890e19e13aee5d46d59	2022-10-18 04:34:06	2022-10-18 03:47:06	1366783	877057	3997954	536870916	20000004	100000000000000000000000000100	764d0976ec65f8268f0c532f1f245ef368cab09efb642cbea2b6b3d1ceba8906	3602895967	386393970	35610794164372	00000000000000000000000000000000000000003763bb63c1f402df482b20bc	0385950b2cfabe6d6d50c2c272e1ab65183ecb59230ae2d3d9e300a0fcbb2f478ffdb4f52f85a2206610000000f09f909f092f4632506f6f6c2f650000000000000000000000000000000000000000000000000000000000000000000000050026330100	1974	1492	6652	7810	1143434880273	223466288	1144059880273	223588432	10817479	2114.1052	7917.1675	1.5473	2706.902	0.529	24978.926154004	625000000	122146.375	635817479	124260.4766	F2Pool
759174	00000000000000000004fb8b3c20b991f21b0689bf23f1ab810ee6adfcc36c14	2022-10-18 04:41:23	2022-10-18 03:50:44	1146665	948668	3992669	551550976	20e00000	100000111000000000000000000000	dbdcd43c7e90c4e90d1d96a29c8c32c173f169f288be7c4578d9903fd732e6a9	4020702517	386393970	35610794164372	00000000000000000000000000000000000000003763dbc72b13ec92d70ae816	0386950b0120120909092009092009059b83068332d8020000	970	747	5972	3430	332411802939	64964636	333036802939	65086780	9527727	1862.0437	8311.0625	1.6243	2386.896	0.4665	12309.691816661	625000000	122146.375	634527727	124008.4219	Unknown
759175	000000000000000000064b6b6b735c23e1067ddeb82cda075870b18d8318fdd1	2022-10-18 04:47:22	2022-10-18 03:51:47	1103778	963040	3992898	551550976	20e00000	100000111000000000000000000000	ec1f2d93021973f8bbf9068a7e76d411f916f4c3181d770636225358a50f35aa	2206085896	386393970	35610794164372	00000000000000000000000000000000000000003763fc2a9433d64665eaaf70	0387950b04da2f4e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f04202dd909d4020000000000	765	601	5843	2565	143115385873	27969640	143740385873	28091788	8584052	1677.6173	7779.0874	1.5203	2150.4182	0.4202	10847.551131533	625000000	122146.375	633584052	123823.9922	Foundry USA Pool
759176	0000000000000000000347ede469d4c8710d7ae2f94f9216e86cdf1ba4785bf1	2022-10-18 04:53:00	2022-10-18 04:15:36	1203995	929751	3993248	541065216	20400000	100000010000000000000000000000	4e4e3ffe42a4f6c4b892a8dc213ad3c7e96b0a368845e6c7fcb2d987feca8817	2910081765	386393970	35610794164372	000000000000000000000000000000000000000037641c8dfd53bff9f4ca76ca	0388950b122f5669614254432f5472757374706f6f6c2f2cfabe6d6d1b90d7a728261081f2670909b1757195fbcbffaf6a0815bed9f428e8593e0179100000000000000010c1088e13c04da61891578a3ce17a000000000000	823	682	6523	2705	645355527503	126124544	645980527503	126246688	6455738	1261.672	5363.4453	1.0481	1617.1704	0.316	68979.743870381	625000000	122146.375	631455738	123408.0469	ViaBTC
759177	000000000000000000044a34fa25e97b335878e4140d272d37ad9cb3b003aa90	2022-10-18 04:54:46	2022-10-18 04:19:01	1029066	611873	2864685	541065216	20400000	100000010000000000000000000000	9daaad3c2f096712f34248af2fa904855188f2b7ff0e285d4f1acafd643c5d60	4130915387	386393970	35610794164372	000000000000000000000000000000000000000037643cf16673a9ad83aa3e24	0389950b315c20506f7765726564206279204c75786f722054656368205c0000000085ca86f15375249f00368e45f0d2000000000000	567	474	5459	1595	327351154741	63975612	327976154741	64097756	1604628	313.5992	1559.7676	0.3049	560.3587	0.1094	42213.544777469	625000000	122146.375	626604628	122459.9766	Unknown
759178	000000000000000000068f3488297b2cb2a7d997040b0ffb7a395e945023c2f7	2022-10-18 04:56:55	2022-10-18 04:34:06	213621	112935	552426	640876544	26330000	100110001100110000000000000000	41f55ecb3c07ae078d07e2b64e66283b66eadb2c0b269059c0bfbd24fd91fa96	892455502	386393970	35610794164372	000000000000000000000000000000000000000037645d54cf939361128a057e	038a950b0b2f4d61726120506f6f6c2f1a0100020000000300000008001c887600000000000000	299	245	1066	802	25898196373	5061393.5	26523196373	5183539.5	1460668	285.4645	6846.956	1.3381	2649.1418	0.5177	662.69377143555	625000000	122146.375	626460668	122431.8359	Unknown
759179	000000000000000000051ad07f5a11b6701fb954648b0dc44ca41c8a3d6eba92	2022-10-18 04:59:00	2022-10-18 04:41:23	184075	82996	433063	654344192	27008000	100111000000001000000000000000	8a4fa54b9ab77c40533dd0cb10aaa1d7b45720b7eafa342b5ae6f8c909167443	554429195	386393970	35610794164372	000000000000000000000000000000000000000037647db838b37d14a169ccd8	038b950b1b4d696e656420627920416e74506f6f6c3838332800b50231ee957dfabe6d6deb854c57b626746e2af7bf5214e69eeb353f226700c2837db888e9492203dabd02000000000000000000d8df4700000000000000	250	208	899	677	34623126031	6766543	35248126031	6888689.5	1193348	233.221	6498.2656	1.2699	2765.9973	0.5406	127.24024640204	625000000	122146.375	626193348	122379.5938	AntPool
759180	0000000000000000000096a4256c5590a8cc22592df2904adc7199120d8ceae2	2022-10-18 05:27:47	2022-10-18 04:47:22	1556714	812283	3993563	536887296	20004000	100000000000000100000000000000	570bca2493ef12a696d2f6a8c43111879ba3b383bfd1c7aab6726596aba0f781	116070177	386393970	35610794164372	000000000000000000000000000000000000000037649e1ba1d366c830499432	038c950b11627463636f6d383939930051033c387f71fabe6d6dc2a20223ffbfaaa65a88e3eb59b1503857eb083bd8c15a9c3989a0b570f0747b04000000000000000000711d0af6060100000000	2562	2061	7327	7992	1545081174914	301961696	1545706174914	302083840	17052843	3332.7087	10957.383	2.1414	4271.7896	0.8349	10720.470115244	625000000	122146.375	642052843	125479.0859	Unknown
759181	000000000000000000033ea9cfde99962e5dca8f615c4c4de29fe1707855b02f	2022-10-18 05:28:35	2022-10-18 04:53:00	1636768	787181	3998311	826179588	313e8004	110001001111101000000000000100	b870cc2b6e5973f596ebf027dfd784e59c7cf5aae77b0fcc619b96b42600f93a	2481040410	386393970	35610794164372	00000000000000000000000000000000000000003764be7f0af3507bbf295b8c	038d950b2cfabe6d6d94b1012cad4a324b5b244e17849f6dd5767f43697aed7e7e0f7b60263543c86110000000f09f909f092f4632506f6f6c2f650000000000000000000000000000000000000000000000000000000000000000000000050045000000	817	718	8286	6440	165313021888	32307818	165938021888	32429964	3206851	626.7283	1959.7981	0.3831	802.3918	0.1567	1226.2257813332	625000000	122146.375	628206851	122773.1016	F2Pool
759182	00000000000000000003762f02227ff13dbf5dbf1959378e1ce8f94b389e066e	2022-10-18 05:33:56	2022-10-18 04:54:46	1092172	520799	2654569	805298176	2fffe000	101111111111111110000000000000	2badaf1cb0622d15b7fa3676e4e8c341e3c78d38275d1c308f623a2f3f16815b	160984942	386393970	35610794164372	00000000000000000000000000000000000000003764dee274133a2f4e0922e6	038e950b192f5669614254432f4d696e656420627920706974776f726b2f2cfabe6d6d1a5f371bccbdeb11a240a00d4ead53fea32b2ce5cce1cf5381d12e5606bdf9ef100000000000000010bab17317ae2a4f5afbfb106478f41e0000000000	996	830	5505	3080	116614773892	22790514	117239773892	22912662	5211758	1018.5557	4773.437	0.9328	1964.2632	0.3838	5320.4747882085	625000000	122146.375	630211758	123164.9297	ViaBTC
759183	00000000000000000001bba395630ec4c04b84e22edf76565323614f52398fb6	2022-10-18 05:41:40	2022-10-18 04:56:55	1131590	953975	3993515	536895488	20006000	100000000000000110000000000000	d5783a844481f4b661e46043c5106c1bcaf868f6f4c6147b287499f5916d614d	2279447242	386393970	35610794164372	00000000000000000000000000000000000000003764ff45dd3323e2dce8ea40	038f950b1362696e616e63652f3834319300b5024130302dfabe6d6da875758cd81e133c7bcda0a1c694f360adedb0b5f0f1c63656f94d1c064d2b0604000000000000006e730000b8394e00	908	740	5787	3603	910352126713	177913936	910977126713	178036080	11603151	2267.6526	10257.69	2.0048	2906.654	0.5681	10781.773443296	625000000	122146.375	636603151	124414.0234	Binance
759184	0000000000000000000361e26cddbc9b780b97a2ab5f4e33b5fee10178bec420	2022-10-18 05:45:09	2022-10-18 04:59:00	1113670	961458	3998044	674283524	2830c004	101000001100001100000000000100	b0f81686a4c9c56bed49d47921afc99ec1448462573ea180ec1e0869c3946e85	1241342989	386393970	35610794164372	000000000000000000000000000000000000000037651fa946530d966bc8b19a	0390950b2cfabe6d6d28c888896c2b14e018862e6322e7af2d834f19fc51f52574199a7c03bcc7d00210000000f09f909f092f4632506f6f6c2f730000000000000000000000000000000000000000000000000000000000000000000000050063700c63	414	335	6140	1048	54545394569	10660036	55170394569	10782182	8109522	1584.8779	7284.75	1.4237	2029.2332	0.3965	9948.8646637484	625000000	122146.375	633109522	123731.25	F2Pool
759185	00000000000000000004dc9e64a2a68bff347937e3229bafa0d6f4234ac5f6c1	2022-10-18 05:59:21	2022-10-18 05:27:47	1289279	901184	3992831	541065216	20400000	100000010000000000000000000000	fadd579c00204bafeff730e3551f369b617f1ea9b1c10c89e77883eb38729ae2	888216728	386393970	35610794164372	00000000000000000000000000000000000000003765400caf72f749faa878f4	0391950b012012090909200909200905aa540fb3c6cc010000	1783	1491	6441	5517	1345272994126	262912352	1345897994126	263034496	10786193	2107.991	8367.844	1.6354	2702.0583	0.5281	18109.488544975	625000000	122146.375	635786193	124254.3672	Unknown
759186	00000000000000000004fa31ba21bf2240cad8f22ffc15ea14623b579e1932ed	2022-10-18 06:08:48	2022-10-18 05:28:35	1121483	957291	3993356	816414720	30a98000	110000101010011000000000000000	ff38d29c82dbec2288eb9e60a8bb4b8b57964f0f139682fc552950d31ba4f725	3049249800	386393970	35610794164372	0000000000000000000000000000000000000000376560701892e0fd8988404e	0392950b1b4d696e656420627920416e74506f6f6c3836362800ab014ae4d874fabe6d6db711b7e6bd6ed3d3d95461c5d2666304817d72010516acbd4485fbe700d7f6030200000000000000faa700004201000000000000	881	682	6895	2517	1992791111844	389459520	1993416111844	389581696	14928078	2917.457	13316.192	2.6024	3739.7607	0.7309	14300.066537331	625000000	122146.375	639928078	125063.8281	AntPool
759187	00000000000000000003145c236f96e1860baf7aa178cb6c10c4ebe412ec5cfc	2022-10-18 06:20:13	2022-10-18 05:33:56	1272474	908617	3998325	939515908	37ffe004	110111111111111110000000000100	cdf9ec49da78f2247d50228b3aa3d130d5a5c3b6e82531d64a3901b7fce1b0d9	686550432	386393970	35610794164372	0000000000000000000000000000000000000000376580d381b2cab1186807a8	0393950b2cfabe6d6d6ee8a2ba0b5aae9d53538cd4c312c86f03ded569c975fd0b945be5f29bbe7c4e10000000f09f909f092f4632506f6f6c2f6b0000000000000000000000000000000000000000000000000000000000000000000000050000e53fb8	1644	1319	7007	4710	466520719512	91174104	467145719512	91296248	11881522	2322.0557	9340.65	1.8256	2972.886	0.581	8725.6382222827	625000000	122146.375	636881522	124468.4297	F2Pool
759188	00000000000000000001582c4d708e43ea51eac7ffc61d870411b9fb61958111	2022-10-18 06:24:08	2022-10-18 05:41:40	1237212	918608	3993036	536870912	20000000	100000000000000000000000000000	8c9efba1dd0b9a3e360edb99ba3f409ba299fac74d374064b3e8de10ffd8528f	1875305888	386393970	35610794164372	00000000000000000000000000000000000000003765a136ead2b464a747cf02	0394950b0488464e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f12ecbed9d9c4210000000000	1068	935	5689	2845	656255957716	128254856	656880957716	128377000	4673331	913.3287	3778.2244	0.7384	1170.6906	0.2289	3027.5578112593	625000000	122146.375	629673331	123059.7031	Foundry USA Pool
759189	00000000000000000004e0afa603d1a4b92d38dbb5dbbc2144e89eb51573022e	2022-10-18 06:50:28	2022-10-18 05:45:09	1479175	839693	3998254	538968068	20200004	100000001000000000000000000100	b0fdc2f1644709ee239fb7d608977e1b317216298543df106b139f2687570a9b	1036907024	386393970	35610794164372	00000000000000000000000000000000000000003765c19a53f29e183627965c	0395950b2cfabe6d6d6459e175bffd542aaf5e9ac504a287d446a93f0bb46c2d05d3cb341320f92d8b10000000f09f909f092f4632506f6f6c2f660000000000000000000000000000000000000000000000000000000000000000000000050016400100	2810	2320	6868	8733	2733936692198	534304736	2734561692198	534426880	16755374	3274.573	11330.968	2.2145	4192.451	0.8193	26717.37271114	625000000	122146.375	641755374	125420.9453	F2Pool
759190	00000000000000000004ca16a308bd84373b5009199d3d498bd7be9bbe3ce16e	2022-10-18 07:02:46	2022-10-18 05:59:21	1292097	902038	3998211	536870916	20000004	100000000000000000000000000100	fd1a82245fdffd00b1476ed93b5dd9d099b13f28ca4adf1fd8ce72fd69f4e32d	975792497	386393970	35610794164372	00000000000000000000000000000000000000003765e1fdbd1287cbc5075db6	0396950b2cfabe6d6d7ec269990b0afe11bd72a1bf5d937807a5eb745a13dea42bf8c75d15653a6f2210000000f09f909f092f4632506f6f6c2f66000000000000000000000000000000000000000000000000000000000000000000000005008b2a0000	1898	1565	6536	4941	5487206106825	1072387712	5487831106825	1072509888	11417111	2231.2939	8839.195	1.7274	2856.7666	0.5584	48765724.752983	625000000	122146.375	636417111	124377.6719	F2Pool
759191	0000000000000000000595ee53ee35287533aba7c5b2baa5cd38fbf8da43f997	2022-10-18 07:05:23	2022-10-18 06:08:48	1050752	980856	3993320	600129536	23c54000	100011110001010100000000000000	6edcc7b1fd80c6c5ac6ba4b2056316192ad177242e7f60c8b937c57759495730	3473948281	386393970	35610794164372	0000000000000000000000000000000000000000376602612632717f53e72510	0397950b1b4d696e656420627920416e74506f6f6c383439b201af005f2081fcfabe6d6de3233183e12c81ebb32decfc94402872bf9db2b5216b7cacbf166c6bac8d3e9802000000000000000000b71c6500000000000000	380	294	5774	918	39314839127	7683464	39939839127	7805610.5	7908256	1545.5437	7529.4062	1.4714	1981.1829	0.3872	11431.110232075	625000000	122146.375	632908256	123691.9219	AntPool
759192	0000000000000000000654fe877a26ceca65e9ef61fcc7bfb5dc42d791d30af3	2022-10-18 07:15:30	2022-10-18 06:20:13	1238326	918339	3993343	545259520	20800000	100000100000000000000000000000	9a31c9ef5f859d972743d66be96b0450fd9b62ae47edeb0a349cea3fb823df9b	2845355378	386393970	35610794164372	0000000000000000000000000000000000000000376622c48f525b32e2c6ec6a	0398950b1b4d696e656420627920416e74506f6f6c3930376600330162bec973fabe6d6dd08f1ebeb98d5f579a85c388a8ed9cff3e7fe925d84f2b63ddedf6a09fe2b786020000000000000062200000c22a010000000000	1608	1334	6261	4309	1008507691433	197096896	1009132691433	197219040	10518565	2055.6873	8496.815	1.6606	2634.9673	0.515	18510.219457046	625000000	122146.375	635518565	124202.0625	AntPool
759193	000000000000000000068d7da79c360a5e1b04b88a2ceaa9ca87b4fcb458518f	2022-10-18 07:16:16	2022-10-18 06:24:08	1301763	898829	3998250	536870916	20000004	100000000000000000000000000100	fcf9a3233f864d087757b4415d2ce4f844dae9325d342bfa51c6da15fd0ea043	1416800941	386393970	35610794164372	000000000000000000000000000000000000000037664327f87244e671a6b3c4	0399950b2cfabe6d6d830b93640cadf6d915877b1acf7a0ed8618868e7165f4226106db68cd995ae9810000000f09f909f092f4632506f6f6c2f65000000000000000000000000000000000000000000000000000000000000000000000005001da20100	821	715	5896	1775	151803764994	29667648	152428764994	29789794	2812351	549.6296	2161.1658	0.4223	703.694	0.1376	9141.3302434287	625000000	122146.375	627812351	122696.0078	F2Pool
759194	000000000000000000006e9ccb1313427770b79a405d14c77f832594afe7f8cf	2022-10-18 07:16:31	2022-10-18 06:50:28	1015335	992502	3992841	545259520	20800000	100000100000000000000000000000	493bf09fd04932c53790a3163a7bb8f9b0581b159d9f6403a252e664d72674a9	2358137968	386393970	35610794164372	00000000000000000000000000000000000000003766638b61922e9a00867b1e	039a950b122f5669614254432f5472757374706f6f6c2f2cfabe6d6d737d3617a7ea3d2f97f8526d1d0c6f0e678f6504341d3e493923821315e0005f100000000000000010cf097617d23cac9a8db6c2d5da1a010000000000	47	27	3523	97	43006054690	8404854	43631054690	8527000	1578143	308.4231	1554.8253	0.3039	395.3663	0.0772	128.94983659679	625000000	122146.375	626578143	122454.7969	ViaBTC
759195	000000000000000000078f7dfd51c7c5dc16233fb7c4c67949555d63ddcd3ad5	2022-10-18 07:37:21	2022-10-18 07:02:46	1565407	810902	3998113	536870916	20000004	100000000000000000000000000100	cd2063ac6260be49b96aaf18043f2f7f6ee2f3e3c97ccb9bcec56f73b4513f5e	1335717700	386393970	35610794164372	0000000000000000000000000000000000000000376683eecab2184d8f664278	039b950b2cfabe6d6dc764bdd392e3f50e9fe66ef3f4ebc2b769d6b20d1d9d4c9a4a0c45e39062789d10000000f09f909f092f4632506f6f6c2f6d0000000000000000000000000000000000000000000000000000000000000000000000050008810000	2861	2360	7319	8444	7869430143203	1537955840	7870055143203	1538077952	15045975	2940.498	9614.312	1.8789	3764.8662	0.7358	31349.427938672	625000000	122146.375	640045975	125086.875	F2Pool
