id;hash;time;median_time;size;stripped_size;weight;version;version_hex;version_bits;merkle_root;nonce;bits;difficulty;chainwork;coinbase_data_hex;transaction_count;witness_count;input_count;output_count;input_total;time_per_block;Столбец1;;;;17,00;;;;
759193;000000000000000000068d7da79c360a5e1b04b88a2ceaa9ca87b4fcb458518f;7:16:00;18.10.2022 6:24;1301763;898829;3998250;536870916;20000004;1,00E+29;fcf9a3233f864d087757b4415d2ce4f844dae9325d342bfa51c6da15fd0ea043;1416800941;386393970;3,56E+13;000000000000000000000000000000000000000037664327f87244e671a6b3c4;0399950b2cfabe6d6d830b93640cadf6d915877b1acf7a0ed8618868e7165f4226106db68cd995ae9810000000f09f909f092f4632506f6f6c2f65000000000000000000000000000000000000000000000000000000000000000000000005001da20100;821;715;5896;1775;1,52E+11;0,00;;;;;21,00;;;;
759194;000000000000000000006e9ccb1313427770b79a405d14c77f832594afe7f8cf;7:16:00;18.10.2022 6:50;1015335;992502;3992841;545259520;20800000;1,00E+29;493bf09fd04932c53790a3163a7bb8f9b0581b159d9f6403a252e664d72674a9;2358137968;386393970;3,56E+13;00000000000000000000000000000000000000003766638b61922e9a00867b1e;039a950b122f5669614254432f5472757374706f6f6c2f2cfabe6d6d737d3617a7ea3d2f97f8526d1d0c6f0e678f6504341d3e493923821315e0005f100000000000000010cf097617d23cac9a8db6c2d5da1a010000000000;47;27;3523;97;43006054690;21,00;;;;;11,00;;;;
759195;000000000000000000078f7dfd51c7c5dc16233fb7c4c67949555d63ddcd3ad5;7:37:00;18.10.2022 7:02;1565407;810902;3998113;536870916;20000004;1,00E+29;cd2063ac6260be49b96aaf18043f2f7f6ee2f3e3c97ccb9bcec56f73b4513f5e;1335717700;386393970;3,56E+13;0000000000000000000000000000000000000000376683eecab2184d8f664278;039b950b2cfabe6d6dc764bdd392e3f50e9fe66ef3f4ebc2b769d6b20d1d9d4c9a4a0c45e39062789d10000000f09f909f092f4632506f6f6c2f6d0000000000000000000000000000000000000000000000000000000000000000000000050008810000;2861;2360;7319;8444;7,87E+12;11,00;;;;;0,00;;;;
759196;00000000000000000005971e91bc147ccf6d01ebdd957750539c71925cac19d7;7:48:00;18.10.2022 7:05;1294209;899781;3993552;538624000;201ac000;1,00E+29;c526e253249cf7cf6a2d4c53d716cceaf99d5adb87b3eb76cd95a18ffad1dbd5;3411140406;386393970;3,56E+13;00000000000000000000000000000000000000003766a45233d202011e4609d2;039c950b1362696e616e63652f383233cd0015016e8fa461fabe6d6d002c7896d58d5b3e9c23403f2a323a1e6a90040ffea5acb8ff7dac5a2805ae1a0200000000000000000030ce2f09000000000000;1690;1390;6621;4619;5,09E+12;0,00;;;;;10,00;;;;
759197;000000000000000000079e7e6db979929b782014e6a70b383bedf901bda3a921;7:48:00;18.10.2022 7:15;1005726;998031;3999819;1073676292;3fff0004;1,11E+29;504c5dfab566187d094625bc9ae4abb373c6798d69ccefe5d802278ffc264c2d;851418812;386393970;3,56E+13;00000000000000000000000000000000000000003766c4b59cf1ebb4ad25d12c;039d950b04565a4e632f706f6f6c696e2e636f6d2ffabe6d6d95ff347215115c126234d67ba164345491707dd9b03801d4f7e3cb6111c310470100000000000000e579b4ec937809da9dbb151bbfdeac171200d10d000000000000;37;25;5620;66;25700524547;10,00;;;;;1,00;;;;
759198;00000000000000000003d0e40af59c25a198eeb86088d8f94dda70c7d52d8edd;7:58:00;18.10.2022 7:16;1366073;875562;3992759;585400320;22e48000;1,00E+29;02999d66058d7d51ca9cd165db118c015b3905f36c69af2da1bffaf6b97104b7;3122689151;386393970;3,56E+13;00000000000000000000000000000000000000003766e5190611d5683c059886;039e950b0b2f4d61726120506f6f6c2f1a0100020000000300000008002d6bfe00000000000000;2238;1926;6990;5804;1,39E+12;1,00;;;;;11,00;;;;
759199;00000000000000000005b9fd49dc0ec784e1c3503316800802517b02919770c5;7:59:00;18.10.2022 7:16;1080935;972338;3997949;664141828;27960004;1,00E+29;b53f79d76c72eb46e9eb89ee11375636a0adb517377a94353d09b896089bde5f;1341892912;386393970;3,56E+13;00000000000000000000000000000000000000003767057c6f31bf1bcae55fe0;039f950b2cfabe6d6d9262d2678ea87e13e2a1993b06747d749549aa22f42747526786c4eabe9fb55410000000f09f909f092f4632506f6f6c2f65000000000000000000000000000000000000000000000000000000000000000000000005004c000000;288;261;3976;861;65828534538;11,00;;;;;8,00;;;;
759200;000000000000000000035888a7587cc9e2820fa32a2fef890ed652e8e59333c6;8:10:00;18.10.2022 7:37;1171962;940540;3993582;837804032;31efe000;1,10E+29;a3c510bb81b315e90d449e79e9625a29d2f0783dfc2a9066cc9bac6de034e308;3891209247;386393970;3,56E+13;0000000000000000000000000000000000000000376725dfd851a8cf59c5273a;03a0950b11627463636f6d383938930047037650625bfabe6d6d174cb4bcc1925692249f1cae7d15257ebd03f92f22cc920ea973729a9777a2f00400000000000000f26600006901000000000000;1262;1054;6836;3654;5,50E+11;8,00;;;;;8,00;;;;
759201;0000000000000000000322294cce60690cdffa0c1fa25743bb040b0965d0952d;8:18:00;18.10.2022 7:48;1511180;827192;3992756;543162368;20600000;1,00E+29;3c37827b477480ef187f3c9f88d94ae49fab29340a9e8310b031a8bfff240192;567938162;386393970;3,56E+13;00000000000000000000000000000000000000003767464341719282e8a4ee94;03a1950b0444614e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f19fdfdd048ba010000000000;2060;1643;7492;5441;3,39E+11;8,00;;;;;5,00;;;;
759202;0000000000000000000540c8ffb2ab013bb3bc7ae2852f9fc97e42a3c2370a6d;8:26:00;18.10.2022 7:48;1399525;866243;3998254;671080452;27ffe004;1,00E+29;d31d1cc4ca1fb21784ec184c12317234c7ff3a073cad7d6bf8cf0fa070ecb015;4169465219;386393970;3,56E+13;0000000000000000000000000000000000000000376766a6aa917c367784b5ee;03a2950b2cfabe6d6d61759004592698b724bb84174c10cce49bf1a7e3a87dca69a4206529c30a13f510000000f09f909f092f4632506f6f6c2f730000000000000000000000000000000000000000000000000000000000000000000000050020e10f63;1660;1381;6536;4242;4,72E+11;5,00;;;;;30,00;;;;
759203;00000000000000000001e848bfae6dcca1762ac5d3bff86179943e1cb3270cf9;8:31:00;18.10.2022 7:58;1134731;952814;3993173;536870912;20000000;1,00E+29;93b8ebf17cb0df9bf9862c30d55780ea6e573d1e5215fa483ff65e6e2319c2c6;648013744;386393970;3,56E+13;00000000000000000000000000000000000000003767870a13b165ea06647d48;03a3950b172f5669614254432f4d696e656420627920776d3330732f2cfabe6d6d5f2b72f7dcc8f3cb2efb26ba768f239ef998efb9019a4e5a1811a452894ee61810000000000000001054b38d1324570f4db4cf60cad9f6050000000000;896;765;4475;2233;6,77E+11;30,00;;;;;43,00;;;;
759204;00000000000000000002504f321ef8005506869b58d41fde1c0fb908dabd8a46;9:01:00;18.10.2022 7:59;1541116;819057;3998287;691044356;29308004;1,01E+29;c8be240a849edcf29048036e0c077d0ad214a8404ea7edee44cff43919dbf7c4;1322084641;386393970;3,56E+13;00000000000000000000000000000000000000003767a76d7cd14f9d954444a2;03a4950b2cfabe6d6d2986624dd6db6c373e3dcd438c1837012141e8b45e99cca3d17c59ca824c2c2a10000000f09f909f092f4632506f6f6c2f7300000000000000000000000000000000000000000000000000000000000000000000000500bddc0f63;3206;2764;7579;8689;4,04E+12;43,00;;;;;11,00;;;;
759205;00000000000000000000a24feb0b4fe4b369ed524fb60c18a98c5b8839b0d8e8;9:44:00;18.10.2022 8:10;1439643;852769;3997950;536870916;20000004;1,00E+29;265d61c494024a01ecd595526e377e58ce9ddcd653d45cd3610bf8a75a8f9e96;1766350189;386393970;3,56E+13;00000000000000000000000000000000000000003767c7d0e5f1395124240bfc;03a5950b2cfabe6d6df1b5d1b4e832a81e20bde5f8cd5010f3e4185c63adfa7de9f3827c106389e44210000000f09f909f092f4632506f6f6c2f6600000000000000000000000000000000000000000000000000000000000000000000000500ebfb0200;3267;2732;6572;9777;2,60E+12;11,00;;;;;6,00;;;;
759206;000000000000000000004fc3afeda5dc86d27c0af365d3cb6bd77da785f19b14;9:55:00;18.10.2022 8:18;1578487;804856;3993055;538968064;20200000;1,00E+29;e375bdd104ddb833967ef8af664752b66d93bcd0e2f85136e9ae1d56eb547d6c;3053834067;386393970;3,56E+13;00000000000000000000000000000000000000003767e8344f112304b303d356;03a6950b04f6774e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f08b4acdb000064bb3a340000;3433;2965;7337;9017;4,20E+12;6,00;;;;;42,00;;;;
759207;00000000000000000001a7463251acb55d47f56a87d2acb49c642a0dc854f411;10:01:00;18.10.2022 8:26;1478264;838242;3992990;536895492;20006004;1,00E+29;1c4f685ec14b1de666a506db348191693732adc115dbb329e7692ef227b0764b;2840077748;386393970;3,56E+13;000000000000000000000000000000000000000037680897b8310cb841e39ab0;03a7950b0460794e632f53424943727970746f2e636f6d20506f6f6c2f043fdad1f2363e0000000000;2989;2260;6865;7850;4,07E+11;42,00;;;;;4,00;;;;
759208;00000000000000000004f005cd1cde8ce6c6b1c47de5978478b657e7b3b7cb6a;10:43:00;18.10.2022 8:31;1438210;851620;3993070;536870912;20000000;1,00E+29;74e6cc39b13c275d812014ec020e5a5504071b7fbe8016079328adb8550e911d;3336665097;386393970;3,56E+13;0000000000000000000000000000000000000000376828fb2150f66bd0c3620a;03a8950b0441834e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f1d7d49527cb4a30100000000;3348;2784;6645;9834;1,35E+12;4,00;;;;;8,00;;;;
759209;00000000000000000003533ce871dc9d7a9f90aba72bbf9e2e0351e48270ef61;10:47:00;18.10.2022 9:01;1392621;866946;3993459;1073676288;3fff0000;1,11E+29;0a4e0cb10405c7c87872a1b3f5dd16ca6a13cd1cb09fb2b5dc9a251156055ea3;3546933832;386393970;3,56E+13;00000000000000000000000000000000000000003768495e8a70e01f5fa32964;03a9950b1c2f5669614254432f4d696e6564206279207261686d616e343330312f2cfabe6d6d8a33ae7116cd07d81e3d2f591290f3a61428c29ae81bcea3d186aa034d367ac210000000000000001024386a00a8fdc72ca91107300610000000000000;2669;2236;6979;6703;2,95E+12;8,00;;;;;6,00;;;;
759210;000000000000000000043e351b5254ccbcb65563eb43e8583990a323f4d8d609;10:55:00;18.10.2022 9:44;1497278;832074;3993500;536870912;20000000;1,00E+29;82902175f9258ed7d25af4cd9975a65719c3dab91cbc55b79c377567273a92f7;3444714489;386393970;3,56E+13;0000000000000000000000000000000000000000376869c1f390c9d2ee82f0be;03aa950b1b4d696e656420627920416e74506f6f6c3838319300ab02b12b9082fabe6d6d2fb67a5119019d0521dbc81945498a1b1dd4ab8d9a01a85727ad70b217439a6c04000000000000000000931d0abb1a0200000000;2699;2212;7549;6510;1,38E+12;6,00;;;;;9,00;;;;
759211;0000000000000000000246c8681fd63f3de97f8d1022e10cc00e0d4bed8a4d67;11:01:00;18.10.2022 9:55;1508508;828382;3993654;536879104;20002000;1,00E+29;57d5f65564faa352aba7a948927a3fc891809774aa8bfa204214e12746069f04;3867459252;386393970;3,56E+13;000000000000000000000000000000000000000037688a255cb0b3867d62b818;03ab950b1362696e616e63652f383935a8000100b3a8122b066a61786e6574201b3bf6cbca4286f70bb7dc187af7b55234ec7fcc66735062478c809b4585e344066a61786e6574976b000062a13c00;3366;2950;7615;7915;1,63E+12;9,00;;;;;33,00;;;;
759212;000000000000000000044cf83aa6c5d2612095a4292cb6a4c850f3e99b29b00b;11:10:00;18.10.2022 10:01;1296706;898952;3993562;547356672;20a00000;1,00E+29;82b20fcdba87c7592dd87d18544eb6d83615dd442d279066cc5d1f07fb1802f4;3964839964;386393970;3,56E+13;00000000000000000000000000000000000000003768aa88c5d09d3a0c427f72;03ac950b142f756c74696d75732f3738332000c900b69c4e23fabe6d6d1994c8b3632bdf935f6b6a1f021ec95d3e70c8b48345b95691ec5fb328e2059c02000000000000000000dc8be80b010000000000;1856;1518;6615;4710;1,12E+12;33,00;;;;;0,00;;;;
759213;00000000000000000001efad281db5d4b4d08992a5c5ab334fe8db1b4deec837;11:43:00;18.10.2022 10:43;1506027;829189;3993594;671080448;27ffe000;1,00E+29;f0706452c6d97af2a0d29cdb288a029b819d2edfefa5b064b0ce9c91135b73b3;2828160725;386393970;3,56E+13;00000000000000000000000000000000000000003768caec2ef086ed9b2246cc;03ad950b1362696e616e63652f38303493001f03c286ed23fabe6d6d67dc2272b2be5dd29d3a14384dd6929df2afaf98821d345f45fe70a7115360a90400000000000000000015760be4820000000000;3738;3211;6672;10777;3,70E+12;0,00;;;;;1,00;;;;
759214;00000000000000000000575896ffb029b20615d6f056b42421a7a7c44bb496fd;11:43:00;18.10.2022 10:47;1378211;871638;3993125;536952832;20014000;1,00E+29;3000b2f6c1260bae05857b32599e84e03675c321a819c8380e63dae2d9efa934;392413468;386393970;3,56E+13;00000000000000000000000000000000000000003768eb4f981070a12a020e26;03ae950b182f5669614254432f4d696e6564206279206b616d6e65742f2cfabe6d6d851ab44adc0905eb24a38587be575f8cc038ff4b7071ed770566bb2e51e80a4c100000000000000010f8b48c1391f4b05c02528a52490d020000000000;2085;1753;6987;5411;2,43E+11;1,00;;;;;11,00;;;;
759215;00000000000000000001c66ac6940dbbd2847adc896706e9c224a8bd0c07cf5b;11:44:00;18.10.2022 10:55;1077915;971812;3993351;597467136;239ca000;1,00E+29;ed4fc77ad14885a424680e3fde423d90d06a0c743de73843a63cb6d40c187b13;2918664793;386393970;3,56E+13;000000000000000000000000000000000000000037690bb301305a54b8e1d580;03af950b1b4d696e656420627920416e74506f6f6c383833b201b901c306403ffabe6d6db8418de0e6a101faca8d6faf1a9991a347275c0a1feb8fee308a7f836f7189e202000000000000000000f5424c3b000000000000;315;258;5763;725;19130497534;11,00;;;;;33,00;;;;
759216;0000000000000000000076783f8bacd2169f6adf4b32588341195334c5ab6ca0;11:55:00;18.10.2022 11:01;1293493;901609;3998320;1073676292;3fff0004;1,11E+29;b76a5f22e244a9fbb614caa4bc96b7d8be6d622f1b29bdb46a39198c67257a27;1158136299;386393970;3,56E+13;000000000000000000000000000000000000000037692c166a50440847c19cda;03b0950b2cfabe6d6d39c4436ca52651790fe129adf382863d5ebed5d9e31969ac511f6ac39e98ef5710000000f09f909f092f4632506f6f6c2f650000000000000000000000000000000000000000000000000000000000000000000000050020160000;2019;1647;6507;5240;9,30E+11;33,00;;;;;6,00;;;;
759217;00000000000000000000d6ff30f6d1356640365b14d1bbb9a24f6158ec5d09b3;12:28:00;18.10.2022 11:10;1361896;878787;3998257;671080452;27ffe004;1,00E+29;ac90c8dabc72b2af88a9bf0cbce2371f162603c4f0be785bfa6ce36f693c587f;2064675406;386393970;3,56E+13;000000000000000000000000000000000000000037694c79d3702dbbd6a16434;03b1950b2cfabe6d6d0bc6d45b751029533c716930b3a3401f4723946f6760bed19ae60ab9ce0cc8ff10000000f09f909f092f4632506f6f6c2f7300000000000000000000000000000000000000000000000000000000000000000000000500c0ba0f63;2598;2145;6674;8574;9,97E+11;6,00;;;;;0,00;;;;
759218;00000000000000000000634522f80788557ea7793a95fcce2af36b1cce866355;12:34:00;18.10.2022 11:43;1348586;883238;3998300;545259524;20800004;1,00E+29;453083b911cf39c7270513c82a931f79495c05ba117fd1550a92b8055cf349ab;2619227904;386393970;3,56E+13;000000000000000000000000000000000000000037696cdd3c90176f65812b8e;03b2950b2cfabe6d6dfd12af8c05b0b32033e431444298c872a791c43f7069b9990af2bce83a2e44f910000000f09f909f092f4632506f6f6c2f650000000000000000000000000000000000000000000000000000000000000000000000050095080000;2548;2170;6968;5984;2,43E+12;0,00;;;;;10,00;;;;
759219;00000000000000000006fdeee44c8da72a7986cf54239ba286058b8fd8aa922b;12:34:00;18.10.2022 11:43;1275729;905693;3992808;536870912;20000000;1,00E+29;ce2410545ddfe41bd7f851e80d06684a75fe51d70d2d0a1b4c47bd3ea183e539;2971311781;386393970;3,56E+13;000000000000000000000000000000000000000037698d40a5b00122f460f2e8;03b3950b315c20506f7765726564206279204c75786f722054656368205c00000000b11916b783267e9f0067c9630096010000000000;1145;860;6653;6378;3,01E+11;10,00;;;;;5,00;;;;
759220;0000000000000000000650e4e90e16677b75ad8c4a18183ec451fdcfdf822fda;12:44:00;18.10.2022 11:44;1481127;837348;3993171;536952832;20014000;1,00E+29;981c6b8e974ee9666cea397f7b8e5d80a57013961282220606b00a780f8dfae3;405090706;386393970;3,56E+13;00000000000000000000000000000000000000003769ada40ecfead68340ba42;03b4950b1362696e616e63652f38303993002900d8734550fabe6d6d4bdeb89df247b566a5b4c98a11067cd14cc911b068a0908929ad1f0a628ada840400000000000000767a000021d00f00;2997;2524;7197;7824;6,96E+11;5,00;;;;;14,00;;;;
759221;00000000000000000007c349a932ea52df0eff4616d48a7709cae18514ae2772;12:49:00;18.10.2022 11:55;1220829;924111;3993162;571990020;2,22E+07;1,00E+29;a0b30221f12be79a9b9590fed204e40347adffaa61432e0d6841328816f5c703;1776812620;386393970;3,56E+13;00000000000000000000000000000000000000003769ce0777efd48a1220819c;03b5950b07650703cada80d10000000000000051ac51421a2f736c7573682f;1046;872;6486;2729;2,38E+11;14,00;;;;;18,00;;;;
759222;00000000000000000001ac2948be79baef3ae8a71044e874861acc95590048db;13:03:00;18.10.2022 12:28;1446150;848844;3992682;764338176;2d8ee000;1,01E+29;cd44ac09b1d3805f9ac019177c0502c6b0425de93db8a7f149e628efff7331c9;3347383370;386393970;3,56E+13;00000000000000000000000000000000000000003769ee6ae10fbe3da10048f6;03b6950b0414a44e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f20febf03d801000000000000;2605;2185;6843;7573;2,17E+12;18,00;;;;;19,00;;;;
759223;00000000000000000004265e68b0d79bc1fccc15a77ab9cf007b3ff054f55f04;13:21:00;18.10.2022 12:34;1476286;838866;3992884;681730048;28a26000;1,01E+29;1bcc30de5cfb3aeb7e8d664f4b23c405a4df7c036331cdd985a9ec4a2b5717a3;1832721787;386393970;3,56E+13;0000000000000000000000000000000000000000376a0ece4a2fa7f12fe01050;03b7950b0466a84e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f10a5c18d8802000000000000;3182;2606;6045;9148;3,02E+12;19,00;;;;;18,00;;;;
759224;000000000000000000065404b26164d6c2b40b21b88b9dadf510d3ff56173702;13:40:00;18.10.2022 12:34;1322264;890248;3993008;538968064;20200000;1,00E+29;ff23b628c002cc2240a7c264ab564af9c78ce7baed5f91348682eae7b115e95c;2362577489;386393970;3,56E+13;0000000000000000000000000000000000000000376a2f31b34f91a4bebfd7aa;03b8950b082f5669614254432f2cfabe6d6dda88c1bf8ef9b81a5c791ea7702574c170ab52fca5f691e227c2862d55b9035f1000000000000000107c0c751791115ee5b6ed7a03204d020000000000;2515;2105;4687;16220;4,31E+12;18,00;;;;;3,00;;;;
759225;00000000000000000004d86d6231469d186360eb6e9862338cb017c883066315;13:58:00;18.10.2022 12:44;1460661;844281;3993504;542466048;20556000;1,00E+29;7c381ffb3d7e27e69ff6a253f4363e0fcd26e4c7ad4bb8bdab990d352f72fdf2;3770330237;386393970;3,56E+13;0000000000000000000000000000000000000000376a4f951c6f7b584d9f9f04;03b9950b1362696e616e63652f383638cd000101f2c47f57fabe6d6ded4f71bad62e4a3874f7a671ad24411ab5bedac5cdef094147e79ebc75a1286c0200000000000000000042597702000000000000;2964;2480;6657;10035;2,68E+12;3,00;;;;;23,00;;;;
759226;00000000000000000003c9520af84e1961ae59d2fce4b8b59cc08d51b8a18abd;14:01:00;18.10.2022 12:49;1455402;845885;3993057;755310592;2d052000;1,01E+29;800fb6555ace6df7c84b43b3aed93908a2e8702c6671b8c19e3aba87ac1e12e5;1684066344;386393970;3,56E+13;0000000000000000000000000000000000000000376a6ff8858f650bdc7f665e;03ba950b04d5b14e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f04b850907e00000000000000;1626;1269;6639;3969;6,01E+11;23,00;;;;;5,00;;;;
759227;000000000000000000023408d52ee091481b73b33546dc2a50398164edddcffa;14:24:00;18.10.2022 13:03;1516799;825320;3992759;574701568;22414000;1,00E+29;849fe46eb3b117559d96c47adec10feadea671bb0c4351d7c220b15ce5c97688;1960565094;386393970;3,56E+13;0000000000000000000000000000000000000000376a905beeaf4ebf6b5f2db8;03bb950b0423b74e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f1db617be0000632428030000;2295;1947;6957;7365;7,22E+11;5,00;;;;;41,00;;;;
759228;000000000000000000057a5b3fb3f20fb17b161cf8b8cc1beba804d40c3b2aef;14:29:00;18.10.2022 13:21;1635340;785795;3992725;543481856;2,06E+03;1,00E+29;aa694f38363e5790b8d065873a3f3d88a9e0944a78af4fa329e06e518b477496;842125687;386393970;3,56E+13;0000000000000000000000000000000000000000376ab0bf57cf3872fa3ef512;03bc950b0463b84e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f03534b90000011e7de000000;2111;1798;7573;6024;2,77E+12;41,00;;;;;15,00;;;;
759229;00000000000000000000728b8b76fb3597d2391029572044f6db4796b182e98e;15:10:00;18.10.2022 13:40;1502662;830231;3993355;643645440;265d4000;1,00E+29;cc13cee3e115643205e8fa01d34b3b4fe4fc1a7aaaebf68b8415d1bff10da7cd;4093088783;386393970;3,56E+13;0000000000000000000000000000000000000000376ad122c0ef2226891ebc6c;03bd950b1b4d696e656420627920416e74506f6f6c383439b201af030cc2f903fabe6d6de6826b617287c4528ee46bcc3c2cd32bcd12c8f3f96b9353cda4225d3ea25f8902000000000000000000f29b365e050000000000;3156;2766;6821;11625;2,99E+12;15,00;;;;;3,00;;;;
759230;00000000000000000007e445f053c3883dad642b3bc50fb612b84eedaf447666;15:25:00;18.10.2022 13:58;1601342;798987;3998303;536903684;20008004;1,00E+29;e402fcc108f3cc90b55da1a1b2b905ea728f6c30cae6cac7763203307718a158;759850349;386393970;3,56E+13;0000000000000000000000000000000000000000376af1862a0f0bda17fe83c6;03be950b2cfabe6d6d41044d27c8c2eaa60e3ba289c9af549a16f87abd3f9fb48e3250df8021f7f5a010000000f09f909f092f4632506f6f6c2f650000000000000000000000000000000000000000000000000000000000000000000000050021118900;3607;3198;6628;10737;6,32E+12;3,00;;;;;11,00;;;;
759231;000000000000000000020e390926628c3da1de2ef35b8210b58d1163a07fb95f;15:28:00;18.10.2022 14:01;1633446;786708;3993570;1073676288;3fff0000;1,11E+29;0f742203957bddb2f5912bc1301cb19f561434c39cdd4b5df2f5b4a41740ebc2;2482803847;386393970;3,56E+13;0000000000000000000000000000000000000000376b11e9932ef58da6de4b20;03bf950b1b4d696e656420627920416e74506f6f6c38373312000102132b2205fabe6d6d7e79bba4a33beaf0348e62ac982a574a6a197b96c2d321ed91f8a31cc0d4b3f3020000000000000000004f757859000000000000;3419;2966;7748;8814;1,41E+12;11,00;;;;;9,00;;;;
759232;00000000000000000000ac41df5ed4b0978262b8c584a5932fc1d73ee7535cf9;15:39:00;18.10.2022 14:24;1379718;871066;3992916;536961024;20016000;1,00E+29;e9ea8aba709e79760a22f51f8bcc3b1e0bfe256b4436f7e8b88a64c2bff3e27d;1659094185;386393970;3,56E+13;0000000000000000000000000000000000000000376b324cfc4edf4135be127a;03c0950b04bdc84e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f0f051480be270f0000000000;2229;1899;6798;6767;1,36E+12;9,00;;;;;15,00;;;;
759233;000000000000000000023ab241141d6cd0d0ea2f41295a830a6724407d450211;15:48:00;18.10.2022 14:29;1484152;836391;3993325;1073733636;3fffe004;1,11E+29;f90dcec03fee757555eedd4318551b471a00e4d68ac2919c8c88074bd3afebf0;383438073;386393970;3,56E+13;0000000000000000000000000000000000000000376b52b0656ec8f4c49dd9d4;03c1950bfabe6d6dda978333a8a6a4a54b4fdf3321378aa568efbd22268bc2fdb1fdf3cdb5d4888b010000000000000013650503eb34f9a73e00000000000001edb0481a2f736c7573682f;3328;2706;6858;9736;8,82E+11;15,00;;;;;4,00;;;;
759234;000000000000000000016ec5617c8c5210952097d7b60ecc454bb1b8cb5b44b1;16:03:00;18.10.2022 15:10;1365209;876122;3993575;545259520;20800000;1,00E+29;863f02064618c02a3f452697f9d5d5d7877416fb3dea87776588280c11e5ab72;3414754195;386393970;3,56E+13;0000000000000000000000000000000000000000376b7313ce8eb2a8537da12e;03c2950b1b4d696e656420627920416e74506f6f6c383636b201d7021f783a28fabe6d6d3aa9d7d834d0808218b89d329a85676e36124f6316daeaaf96b51304f5c3028102000000000000000000c5f9c9e3020000000000;2316;1995;6759;7910;2,96E+12;4,00;;;;;2,00;;;;
759235;000000000000000000028e330a4e7db474f0da09e682939ffa73a4b13f7f419b;16:07:00;18.10.2022 15:25;1473667;839758;3992941;541065216;20400000;1,00E+29;b9a4e2ebf6aa2485cf00a4b9a0b72b3ad91bec2dbba1835ad2e63c9b552f1bfc;2300169864;386393970;3,56E+13;0000000000000000000000000000000000000000376b937737ae9c5be25d6888;03c3950b0b2f4d61726120506f6f6c2f1a0100020000000300000008002d088b86010000000000;1722;1343;7061;4419;1,35E+12;2,00;;;;;0,00;;;;
759236;00000000000000000006dd5dde8d4d885acda54afbf5dabe7a73a7971b923291;16:09:00;18.10.2022 15:28;1475791;839138;3993205;547356676;20a00004;1,00E+29;15b8bc60799393cc974b15c6247ff1e6593dae588ff34a010086d9590272d84f;3073006871;386393970;3,56E+13;0000000000000000000000000000000000000000376bb3daa0ce860f713d2fe2;03c4950bfabe6d6dbf30a529527926fd1308e265893704fd22c43dc750ebf1fd73838e016407ad5f0100000000000000296507042e5c6901cd000000000000db28f7ae192f736c7573682f;2263;1977;8003;5221;6,31E+11;0,00;;;;;4,00;;;;
759237;00000000000000000005dc32b826b19d340c8c8b3fc89f88f9be430658ed56e6;16:09:00;18.10.2022 15:39;1533781;819713;3992920;547553280;20a30000;1,00E+29;747edebadfaffa553cf3e2b9c2338aec4702b52955f678fe88aea4197cf3b0f5;3478895698;386393970;3,56E+13;0000000000000000000000000000000000000000376bd43e09ee6fc3001cf73c;03c5950b04d4cf4e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f06d88a843500000000000000;1818;1557;7783;3723;3,03E+11;4,00;;;;;4,00;;;;
759238;0000000000000000000702fe9ac61412a5b90bb737b78ac9785f030915dd015e;16:13:00;18.10.2022 15:48;1838910;717948;3992754;545259520;20800000;1,00E+29;432c1fa27591b9bbef1fdbc2be31b698c4d98258121aa4fbd24663fc6b76aa46;5527674;386393970;3,56E+13;0000000000000000000000000000000000000000376bf4a1730e59768efcbe96;03c6950b315c20506f7765726564206279204c75786f722054656368205c00000000c26eb20cd0afc15d00442ef05f1d000000000000;2013;1666;7559;5033;2,97E+12;4,00;;;;;13,00;;;;
759239;00000000000000000002f7e88c7e59eb1f04d3fe2f5faf161ed00c75ac0800cd;16:17:00;18.10.2022 16:03;1265079;909335;3993084;677060608;285b2000;1,01E+29;8696e522be86ca3a5cb13d8f8b099c3d554814b8e92706c9d322bd016b7611e6;2701782345;386393970;3,56E+13;0000000000000000000000000000000000000000376c1504dc2e432a1ddc85f0;03c7950b0485d14e632f466f756e6472792055534120506f6f6c202364726f70676f6c642f0e59554b9f00000000000000;1725;1476;6616;5176;5,36E+12;13,00;;;;;0,00;;;;
759240;00000000000000000007a76ea351ca7da13f3df8627fa09b81b4c5ddabf5bc5f;16:30:00;18.10.2022 16:07;1507545;828677;3993576;536870912;20000000;1,00E+29;315ea996f0b9b413c3da565cd14f54884656901449416d863168710d2b412b6d;2055186746;386393970;3,56E+13;0000000000000000000000000000000000000000376c3568454e2cddacbc4d4a;03c8950b1362696e616e63652f383830200097012923d4aefabe6d6db53bf13ca1012d0a814c22f9f4c53155a4b632c04cc35953175a01a105588970020000000000000000010f52f59a000000000000;2980;2533;6893;8841;1,20E+13;0,00;;;;;16,00;;;;
